amount_usd,currency,merchant_name,country,log_amount,velocity_10m,high_value,very_high_value,suspicious_merchant,off_hours,new_device,ip_risk,non_ng_context,is_risky
5.0,EUR,Amazon,NG,1.7918,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1748.62,USD,Apple,NG,7.4672,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
21.23,EUR,Apple,NG,3.1013,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13.98,GBP,Spotify,NG,2.7069,2.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
1856.88,EUR,Shopify Merchant,NG,7.5272,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
20.27,USD,Stripe Demo Store,NG,3.0571,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
1032.37,EUR,XXX Test Casino,NG,6.9406,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1
21.51,GBP,Apple,CN,3.1139,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
63.22,GBP,Stripe Demo Store,NG,4.1623,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
32.9,USD,XXX Test Casino,CN,3.5233,1.0,0.0,0.0,1.0,0.0,1.0,0.45,1.0,0
2175.48,GBP,Stripe Demo Store,DE,7.6855,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
33.68,GBP,Stripe Demo Store,NG,3.5461,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
20.78,EUR,Spotify,CN,3.0811,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
4961.52,GBP,Netflix,NG,8.5097,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1
49.77,EUR,Netflix,NG,3.9273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1162.07,GBP,Anonymous Crypto Mix,NG,7.0588,1.0,1.0,0.0,1.0,0.0,0.0,0.45,0.0,0
20.42,USD,Amazon,NG,3.0641,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3110.6,USD,XXX Test Casino,NG,8.0429,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
1964.92,EUR,Netflix,NG,7.5837,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3046.03,EUR,Dark Web Market,NG,8.0219,2.0,1.0,1.0,1.0,0.0,0.0,0.45,0.0,1
6.08,EUR,Apple,NG,1.9579,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
2129.78,GBP,Stripe Demo Store,CN,7.6642,1.0,1.0,0.0,0.0,1.0,0.0,0.45,1.0,1
1908.09,GBP,Netflix,RU,7.5544,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
24.93,GBP,Spotify,NG,3.2553,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13.35,USD,XXX Test Casino,NG,2.6634,1.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,1
8496.49,EUR,Amazon,US,9.0475,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1
10.35,EUR,Spotify,NG,2.4289,1.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0
15.93,USD,Shopify Merchant,US,2.829,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
10.4,EUR,Spotify,NG,2.4332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7.47,EUR,Apple,CN,2.1364,10.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,1
1340.34,EUR,Shopify Merchant,NG,7.2014,2.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
6.56,EUR,Amazon,NG,2.0234,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
41.05,EUR,Spotify,US,3.739,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
1143.9,GBP,Amazon,NG,7.0431,4.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,0
29.21,USD,Amazon,NG,3.4081,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
39.24,GBP,Stripe Demo Store,NG,3.6948,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20.32,USD,Shopify Merchant,NG,3.0596,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
584.97,EUR,Netflix,NG,6.3733,1.0,1.0,0.0,0.0,0.0,1.0,0.45,0.0,1
7529.26,GBP,Gambling Anonymous Hub,CN,8.9267,1.0,1.0,1.0,1.0,0.0,0.0,0.45,1.0,0
15.0,GBP,Apple,NG,2.7729,2.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0
46.65,USD,Amazon,NG,3.8639,1.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0
74.71,GBP,Anonymous Crypto Mix,NG,4.3269,1.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,1
55.42,EUR,Shopify Merchant,NG,4.0328,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5.0,EUR,Amazon,CN,1.7918,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
14.79,EUR,Shopify Merchant,NG,2.7595,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
20.14,USD,Shopify Merchant,NG,3.0514,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
27.78,USD,Shopify Merchant,CN,3.3595,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
5.99,EUR,Spotify,NG,1.9452,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1139.87,GBP,Amazon,NG,7.0395,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
50.14,EUR,Amazon,NG,3.9345,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13.58,GBP,Spotify,NG,2.6797,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
7.09,USD,Amazon,NG,2.0907,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
1888.03,EUR,Netflix,NG,7.5438,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
26.4,GBP,Stripe Demo Store,NG,3.3105,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
11.29,USD,Amazon,NG,2.5091,2.0,0.0,0.0,0.0,1.0,0.0,0.45,0.0,0
23.79,USD,Stripe Demo Store,NG,3.2103,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10.12,GBP,Amazon,NG,2.4091,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
7367.05,GBP,XXX Test Casino,NG,8.9049,2.0,1.0,1.0,1.0,0.0,1.0,0.45,0.0,1
54.44,EUR,Stripe Demo Store,NG,4.0153,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
26.54,USD,Stripe Demo Store,NG,3.3157,3.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
1007.23,USD,Shopify Merchant,NG,6.916,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
13.94,USD,Amazon,NG,2.7043,1.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,1
56.0,USD,Netflix,NG,4.0431,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
30.39,GBP,Gambling Anonymous Hub,NG,3.4464,2.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,1
44.83,USD,Stripe Demo Store,NG,3.8248,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13.35,GBP,Stripe Demo Store,CN,2.6637,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
979.4,USD,Netflix,NG,6.888,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
1958.01,USD,Shopify Merchant,NG,7.5802,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1761.67,GBP,Apple,NG,7.4746,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
18.79,USD,Netflix,NG,2.985,1.0,0.0,0.0,0.0,1.0,0.0,0.45,0.0,1
13.35,GBP,Amazon,NG,2.6637,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
26.56,EUR,Netflix,NG,3.3163,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
8584.27,GBP,Spotify,NG,9.0578,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1
1120.06,GBP,Apple,NG,7.022,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
24.97,USD,Amazon,NG,3.2568,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
17.42,EUR,Spotify,NG,2.9135,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
561.13,USD,Apple,NG,6.3317,2.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
1265.39,EUR,Stripe Demo Store,NG,7.1439,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2014.59,GBP,Spotify,DE,7.6087,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
29.39,EUR,Shopify Merchant,NG,3.4141,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
30.29,EUR,Netflix,NG,3.4434,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
14.08,USD,Spotify,NG,2.7135,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13.26,USD,Apple,NG,2.6576,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
7615.99,USD,Shopify Merchant,DE,8.9381,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1
13.65,EUR,Spotify,DE,2.6843,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
58.42,GBP,Stripe Demo Store,NG,4.0846,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
25.07,USD,Amazon,NG,3.2607,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20.29,GBP,Amazon,NG,3.0583,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
10.46,EUR,Shopify Merchant,NG,2.4384,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
33.69,USD,Apple,NG,3.5465,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2050.03,EUR,Spotify,DE,7.6261,1.0,1.0,0.0,0.0,0.0,1.0,0.45,1.0,1
12.72,EUR,Netflix,NG,2.6188,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
34.5,GBP,Apple,NG,3.5694,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
26.34,GBP,XXX Test Casino,NG,3.3084,1.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,1
5.0,GBP,Shopify Merchant,RU,1.7918,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
17.99,USD,Spotify,NG,2.9437,2.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
2194.94,USD,Apple,NG,7.6944,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
15.84,EUR,Spotify,NG,2.8235,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
6668.86,GBP,Netflix,NG,8.8054,1.0,1.0,1.0,0.0,0.0,0.0,0.45,0.0,0
5.66,GBP,Shopify Merchant,NG,1.8959,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
5.0,EUR,Anonymous Crypto Mix,NG,1.7918,3.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,1
10.15,EUR,Dark Web Market,NG,2.4112,3.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,1
24.47,EUR,Anonymous Crypto Mix,NG,3.2376,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
695.85,USD,Apple,NG,6.5466,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
11.13,USD,Apple,NG,2.4956,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
5.23,USD,Stripe Demo Store,DE,1.8291,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
16.95,GBP,Amazon,NG,2.8875,2.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
1680.61,EUR,Netflix,NG,7.4275,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
17.25,GBP,Apple,NG,2.9043,3.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
1968.67,EUR,Gambling Anonymous Hub,NG,7.5856,8.0,1.0,0.0,1.0,0.0,1.0,0.45,0.0,1
36.14,USD,Spotify,NG,3.6148,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
1692.76,GBP,Spotify,NG,7.4347,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
17.28,GBP,Amazon,NG,2.9058,2.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
38.42,EUR,Netflix,NG,3.6743,1.0,0.0,0.0,0.0,1.0,0.0,0.45,0.0,0
8794.09,GBP,Apple,NG,9.0819,1.0,1.0,1.0,0.0,0.0,1.0,0.45,0.0,1
24.58,USD,Apple,CN,3.2419,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
18.23,USD,Spotify,NG,2.9563,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15.76,USD,Stripe Demo Store,US,2.8193,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
38.17,EUR,Amazon,NG,3.6679,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
15.87,GBP,Netflix,NG,2.8256,2.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,1
47.55,USD,Amazon,NG,3.8827,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1676.89,GBP,Apple,NG,7.4253,2.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
1097.01,USD,Spotify,RU,7.0013,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
27.95,EUR,Shopify Merchant,NG,3.3656,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
10.2,GBP,Shopify Merchant,NG,2.4156,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2022.03,EUR,Netflix,US,7.6124,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
12.74,EUR,Shopify Merchant,NG,2.6203,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
20.56,USD,Apple,DE,3.0709,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
14.29,GBP,Netflix,NG,2.727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.3,EUR,Shopify Merchant,CN,2.9602,8.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,1
38.82,EUR,Spotify,NG,3.6844,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
791.7,USD,Apple,NG,6.6754,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3875.31,USD,Shopify Merchant,DE,8.2626,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1
9.51,GBP,Spotify,NG,2.3523,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
24.28,GBP,Shopify Merchant,US,3.2299,2.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,1
25.54,GBP,Stripe Demo Store,NG,3.2786,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
12.53,EUR,Apple,NG,2.6047,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1665.47,GBP,Gambling Anonymous Hub,CN,7.4185,1.0,1.0,0.0,1.0,1.0,0.0,0.45,1.0,1
35.5,GBP,Shopify Merchant,NG,3.5972,6.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0
8900.16,USD,Shopify Merchant,NG,9.0939,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0
12.11,EUR,Netflix,US,2.5737,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
17.12,EUR,Spotify,NG,2.8973,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
15.92,GBP,Stripe Demo Store,NG,2.8286,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
48.39,EUR,Stripe Demo Store,NG,3.8998,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1640.87,EUR,Netflix,NG,7.4036,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
20.58,EUR,Apple,DE,3.072,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
32.28,USD,Spotify,US,3.505,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
35.73,EUR,Spotify,NG,3.6037,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20.92,EUR,Apple,CN,3.0875,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
571.68,EUR,Stripe Demo Store,NG,6.3503,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
30.45,GBP,Stripe Demo Store,NG,3.4482,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
28.26,USD,Netflix,NG,3.3761,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
11.64,USD,Amazon,NG,2.5372,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
12.5,USD,Apple,NG,2.6026,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16.41,EUR,Dark Web Market,NG,2.8571,1.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,0
12.25,EUR,Spotify,NG,2.5838,2.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
7.16,EUR,Stripe Demo Store,NG,2.0995,4.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
32.24,GBP,Shopify Merchant,NG,3.5037,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
25.6,USD,Apple,NG,3.2808,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
2095.1,USD,Spotify,NG,7.6478,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
16.97,GBP,XXX Test Casino,NG,2.8886,1.0,0.0,0.0,1.0,1.0,1.0,0.45,0.0,0
17.65,EUR,Spotify,NG,2.9261,2.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
22.81,GBP,Netflix,NG,3.1703,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
9.42,USD,Shopify Merchant,RU,2.3436,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
2396.48,EUR,Stripe Demo Store,NG,7.7822,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
28.9,GBP,Amazon,NG,3.3978,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
6.86,USD,Spotify,NG,2.0622,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1502.6,USD,Netflix,NG,7.3156,5.0,1.0,0.0,0.0,1.0,0.0,0.45,0.0,1
1764.69,EUR,Apple,NG,7.4763,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
774.41,EUR,Gambling Anonymous Hub,RU,6.6534,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1
23.97,EUR,Apple,NG,3.2178,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
61.5,GBP,Amazon,NG,4.1351,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
6.56,USD,Amazon,NG,2.0223,1.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,0
37.1,USD,Netflix,CN,3.6402,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
5.0,EUR,Wallet Drain Services,NG,1.7918,1.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,1
936.08,USD,Stripe Demo Store,NG,6.8428,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
5.0,USD,Shopify Merchant,NG,1.7918,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
110.55,GBP,Apple,NG,4.7145,5.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
15.29,USD,Apple,NG,2.7905,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
49.56,EUR,Amazon,NG,3.9232,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42.9,EUR,Netflix,NG,3.782,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1026.18,EUR,Spotify,CN,6.9346,1.0,1.0,0.0,0.0,1.0,1.0,0.45,1.0,1
15.61,GBP,Amazon,NG,2.8103,1.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,1
1114.25,EUR,Netflix,NG,7.0168,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
34.85,USD,Netflix,RU,3.5794,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
14.93,EUR,Netflix,NG,2.7684,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11.32,USD,Dark Web Market,CN,2.5114,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
1083.51,USD,Amazon,NG,6.9889,1.0,1.0,0.0,0.0,1.0,1.0,0.45,0.0,1
10.72,GBP,Netflix,NG,2.4612,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
15.95,GBP,Apple,CN,2.8305,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
21.65,USD,Amazon,RU,3.1201,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1356.67,EUR,Amazon,NG,7.2135,1.0,1.0,0.0,0.0,0.0,0.0,0.45,0.0,1
14.24,EUR,Amazon,NG,2.7238,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
2365.98,EUR,Netflix,NG,7.7694,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
7531.8,USD,Stripe Demo Store,NG,8.927,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1
2239.38,USD,Amazon,NG,7.7144,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
17.77,GBP,Amazon,NG,2.9322,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
27.61,EUR,Spotify,NG,3.3537,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
3789.39,USD,Netflix,NG,8.2402,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
27.09,EUR,Stripe Demo Store,NG,3.3353,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
24.02,USD,Spotify,NG,3.2199,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5.74,EUR,Wallet Drain Services,NG,1.9085,3.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,1
1870.84,GBP,Spotify,NG,7.5347,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
55.84,GBP,Spotify,NG,4.0403,1.0,0.0,0.0,0.0,0.0,1.0,0.45,0.0,1
11.47,EUR,Amazon,NG,2.5232,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9.16,EUR,Spotify,NG,2.318,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
2186.99,GBP,Apple,RU,7.6907,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
7.4,EUR,Stripe Demo Store,NG,2.1286,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
936.09,GBP,Shopify Merchant,CN,6.8428,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1509.75,USD,Wallet Drain Services,RU,7.3204,3.0,1.0,0.0,1.0,1.0,1.0,0.45,1.0,1
7285.54,USD,Dark Web Market,NG,8.8938,4.0,1.0,1.0,1.0,0.0,1.0,0.45,0.0,0
2354.59,GBP,Stripe Demo Store,CN,7.7645,1.0,1.0,0.0,0.0,0.0,0.0,0.45,1.0,0
18.57,GBP,XXX Test Casino,NG,2.9739,1.0,0.0,0.0,1.0,0.0,1.0,0.45,0.0,1
48.77,GBP,Apple,NG,3.9073,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
16.02,USD,Shopify Merchant,NG,2.8343,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4375.47,USD,Shopify Merchant,NG,8.384,10.0,1.0,1.0,0.0,0.0,0.0,0.45,0.0,1
43.16,EUR,XXX Test Casino,US,3.7878,3.0,0.0,0.0,1.0,0.0,1.0,0.45,1.0,0
13.61,USD,Stripe Demo Store,CN,2.6817,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
1182.93,EUR,Spotify,NG,7.0766,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7.23,USD,Spotify,NG,2.1084,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1272.81,GBP,Spotify,NG,7.1498,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
26.37,USD,Apple,NG,3.3094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
42.23,USD,Shopify Merchant,NG,3.7666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16.58,GBP,Amazon,DE,2.8667,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
7.38,EUR,Shopify Merchant,NG,2.1256,4.0,0.0,0.0,0.0,1.0,1.0,0.45,0.0,1
5.0,USD,Stripe Demo Store,CN,1.7918,3.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,1
2373.73,EUR,Netflix,CN,7.7726,1.0,1.0,0.0,0.0,0.0,0.0,0.45,1.0,1
29.04,USD,Netflix,NG,3.4027,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
22.1,GBP,Netflix,NG,3.14,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
1548.11,EUR,Stripe Demo Store,NG,7.3454,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1853.77,USD,Amazon,NG,7.5255,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
11.51,USD,Shopify Merchant,NG,2.5269,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3880.54,USD,Anonymous Crypto Mix,NG,8.264,3.0,1.0,1.0,1.0,0.0,1.0,0.45,0.0,1
31.84,USD,Apple,DE,3.4918,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
11.77,EUR,Shopify Merchant,NG,2.547,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
8.51,GBP,Netflix,NG,2.2523,4.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,1
808.83,EUR,Amazon,NG,6.6968,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
16.11,GBP,Apple,NG,2.8394,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
84.3,EUR,Apple,NG,4.4462,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1559.49,EUR,Amazon,NG,7.3528,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8.73,GBP,Shopify Merchant,NG,2.2757,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
19.28,GBP,Apple,NG,3.0095,1.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0
1720.64,GBP,Apple,NG,7.451,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8.2,GBP,Amazon,NG,2.2187,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
26.62,USD,Spotify,NG,3.3184,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
46.82,USD,Apple,DE,3.8674,1.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,0
